Date,Average Price,Volume,Region
Feb-98,46888,,Yorkshire and the Humber
Mar-98,46612,,Yorkshire and the Humber
Apr-98,47370,,Yorkshire and the Humber
May-98,47866,,Yorkshire and the Humber
Jun-98,47774,,Yorkshire and the Humber
Jul-98,48581,,Yorkshire and the Humber
Aug-98,48736,,Yorkshire and the Humber
Sept-98,48050,,Yorkshire and the Humber
Oct-98,48182,,Yorkshire and the Humber
Nov-98,47122,,Yorkshire and the Humber
Dec-98,47926,,Yorkshire and the Humber
Jan-99,47586,,Yorkshire and the Humber
Feb-99,47550,,Yorkshire and the Humber
Mar-99,48108,,Yorkshire and the Humber
Apr-99,48462,,Yorkshire and the Humber
May-99,49528,,Yorkshire and the Humber
Jun-99,49894,,Yorkshire and the Humber
Jul-99,49766,,Yorkshire and the Humber
Aug-99,50608,,Yorkshire and the Humber
Sept-99,50388,,Yorkshire and the Humber
Oct-99,50402,,Yorkshire and the Humber
Nov-99,50932,,Yorkshire and the Humber
Dec-99,50654,,Yorkshire and the Humber
Jan-00,50489,,Yorkshire and the Humber
Feb-00,50579,,Yorkshire and the Humber
Mar-00,50735,,Yorkshire and the Humber
Apr-00,52508,,Yorkshire and the Humber
May-00,52979,,Yorkshire and the Humber
Jun-00,53615,,Yorkshire and the Humber
Jul-00,54065,,Yorkshire and the Humber
Aug-00,54181,,Yorkshire and the Humber
Sept-00,54845,,Yorkshire and the Humber
Oct-00,54659,,Yorkshire and the Humber
Nov-00,54014,,Yorkshire and the Humber
Dec-00,54709,,Yorkshire and the Humber
Jan-01,55007,,Yorkshire and the Humber
Feb-01,54076,,Yorkshire and the Humber
Mar-01,54612,,Yorkshire and the Humber
Apr-01,56162,,Yorkshire and the Humber
May-01,57262,,Yorkshire and the Humber
Jun-01,57846,,Yorkshire and the Humber
Jul-01,58617,,Yorkshire and the Humber
Aug-01,59846,,Yorkshire and the Humber
Sept-01,60055,,Yorkshire and the Humber
Oct-01,59514,,Yorkshire and the Humber
Nov-01,60419,,Yorkshire and the Humber
Dec-01,61131,,Yorkshire and the Humber
Jan-02,60884,,Yorkshire and the Humber
Feb-02,62001,,Yorkshire and the Humber
Mar-02,62928,,Yorkshire and the Humber
Apr-02,64739,,Yorkshire and the Humber
May-02,66684,,Yorkshire and the Humber
Jun-02,68931,,Yorkshire and the Humber
Jul-02,70211,,Yorkshire and the Humber
Aug-02,72055,,Yorkshire and the Humber
Sept-02,73005,,Yorkshire and the Humber
Oct-02,73921,,Yorkshire and the Humber
Nov-02,76688,,Yorkshire and the Humber
Dec-02,77357,,Yorkshire and the Humber
Jan-03,78554,,Yorkshire and the Humber
Feb-03,78707,,Yorkshire and the Humber
Mar-03,80085,,Yorkshire and the Humber
Apr-03,82883,,Yorkshire and the Humber
May-03,85381,,Yorkshire and the Humber
Jun-03,87165,,Yorkshire and the Humber
Jul-03,89509,,Yorkshire and the Humber
Aug-03,91496,,Yorkshire and the Humber
Sept-03,91827,,Yorkshire and the Humber
Oct-03,93299,,Yorkshire and the Humber
Nov-03,95183,,Yorkshire and the Humber
Dec-03,97392,,Yorkshire and the Humber
Jan-04,96820,,Yorkshire and the Humber
Feb-04,97291,,Yorkshire and the Humber
Mar-04,100959,,Yorkshire and the Humber
Apr-04,106609,,Yorkshire and the Humber
May-04,109413,,Yorkshire and the Humber
Jun-04,112733,,Yorkshire and the Humber
Jul-04,114941,,Yorkshire and the Humber
Aug-04,117119,,Yorkshire and the Humber
Sept-04,118563,,Yorkshire and the Humber
Oct-04,118291,,Yorkshire and the Humber
Nov-04,118818,,Yorkshire and the Humber
Dec-04,120378,,Yorkshire and the Humber
Jan-05,118923,,Yorkshire and the Humber
Feb-05,120419,,Yorkshire and the Humber
Mar-05,121650,,Yorkshire and the Humber
Apr-05,122183,,Yorkshire and the Humber
May-05,124992,,Yorkshire and the Humber
Jun-05,126353,,Yorkshire and the Humber
Jul-05,127946,,Yorkshire and the Humber
Aug-05,129053,,Yorkshire and the Humber
Sept-05,129295,,Yorkshire and the Humber
Oct-05,129477,,Yorkshire and the Humber
Nov-05,129596,,Yorkshire and the Humber
Dec-05,130416,,Yorkshire and the Humber
Jan-06,130043,,Yorkshire and the Humber
Feb-06,130998,,Yorkshire and the Humber
Mar-06,131602,,Yorkshire and the Humber
Apr-06,134859,,Yorkshire and the Humber
May-06,135180,,Yorkshire and the Humber
Jun-06,136554,,Yorkshire and the Humber
Jul-06,138362,,Yorkshire and the Humber
Aug-06,139890,,Yorkshire and the Humber
Sept-06,140053,,Yorkshire and the Humber
Oct-06,140644,,Yorkshire and the Humber
Nov-06,141286,,Yorkshire and the Humber
Dec-06,143129,,Yorkshire and the Humber
Jan-07,141824,,Yorkshire and the Humber
Feb-07,142084,,Yorkshire and the Humber
Mar-07,142716,,Yorkshire and the Humber
Apr-07,146140,,Yorkshire and the Humber
May-07,147844,,Yorkshire and the Humber
Jun-07,149372,,Yorkshire and the Humber
Jul-07,149681,,Yorkshire and the Humber
Aug-07,149887,,Yorkshire and the Humber
Sept-07,149366,,Yorkshire and the Humber
Oct-07,150233,,Yorkshire and the Humber
Nov-07,149918,,Yorkshire and the Humber
Dec-07,150186,,Yorkshire and the Humber
Jan-08,147225,,Yorkshire and the Humber
Feb-08,146749,,Yorkshire and the Humber
Mar-08,145187,,Yorkshire and the Humber
Apr-08,146226,,Yorkshire and the Humber
May-08,146896,,Yorkshire and the Humber
Jun-08,143970,,Yorkshire and the Humber
Jul-08,143731,,Yorkshire and the Humber
Aug-08,141353,,Yorkshire and the Humber
Sept-08,137625,,Yorkshire and the Humber
Oct-08,135400,,Yorkshire and the Humber
Nov-08,131332,,Yorkshire and the Humber
Dec-08,130032,,Yorkshire and the Humber
Jan-09,125554,,Yorkshire and the Humber
Feb-09,125758,,Yorkshire and the Humber
Mar-09,123833,,Yorkshire and the Humber
Apr-09,126502,,Yorkshire and the Humber
May-09,127197,,Yorkshire and the Humber
Jun-09,128130,,Yorkshire and the Humber
Jul-09,132156,,Yorkshire and the Humber
Aug-09,132277,,Yorkshire and the Humber
Sept-09,132027,,Yorkshire and the Humber
Oct-09,134008,,Yorkshire and the Humber
Nov-09,134226,,Yorkshire and the Humber
Dec-09,135139,,Yorkshire and the Humber
Jan-10,132780,,Yorkshire and the Humber
Feb-10,132740,,Yorkshire and the Humber
Mar-10,132707,,Yorkshire and the Humber
Apr-10,134399,,Yorkshire and the Humber
May-10,134781,,Yorkshire and the Humber
Jun-10,135393,,Yorkshire and the Humber
Jul-10,137281,,Yorkshire and the Humber
Aug-10,136896,,Yorkshire and the Humber
Sept-10,135480,,Yorkshire and the Humber
Oct-10,133059,,Yorkshire and the Humber
Nov-10,131548,,Yorkshire and the Humber
Dec-10,132685,,Yorkshire and the Humber
Jan-11,128975,,Yorkshire and the Humber
Feb-11,130825,,Yorkshire and the Humber
Mar-11,127764,,Yorkshire and the Humber
Apr-11,131790,,Yorkshire and the Humber
May-11,131713,,Yorkshire and the Humber
Jun-11,130288,,Yorkshire and the Humber
Jul-11,131165,,Yorkshire and the Humber
Aug-11,132380,,Yorkshire and the Humber
Sept-11,131546,,Yorkshire and the Humber
Oct-11,129243,,Yorkshire and the Humber
Nov-11,129847,,Yorkshire and the Humber
Dec-11,129614,,Yorkshire and the Humber
Jan-12,126763,,Yorkshire and the Humber
Feb-12,127906,,Yorkshire and the Humber
Mar-12,128570,,Yorkshire and the Humber
Apr-12,128045,,Yorkshire and the Humber
May-12,129642,,Yorkshire and the Humber
Jun-12,130979,,Yorkshire and the Humber
Jul-12,131167,,Yorkshire and the Humber
Aug-12,131781,,Yorkshire and the Humber
Sept-12,130579,,Yorkshire and the Humber
Oct-12,129217,,Yorkshire and the Humber
Nov-12,130287,,Yorkshire and the Humber
Dec-12,129701,,Yorkshire and the Humber
Jan-13,125516,,Yorkshire and the Humber
Feb-13,128099,,Yorkshire and the Humber
Mar-13,127679,,Yorkshire and the Humber
Apr-13,127980,,Yorkshire and the Humber
May-13,130027,,Yorkshire and the Humber
Jun-13,130724,,Yorkshire and the Humber
Jul-13,131471,,Yorkshire and the Humber
Aug-13,131934,,Yorkshire and the Humber
Sept-13,133207,,Yorkshire and the Humber
Oct-13,130967,,Yorkshire and the Humber
Nov-13,131770,,Yorkshire and the Humber
Dec-13,133265,,Yorkshire and the Humber
Jan-14,131526,,Yorkshire and the Humber
Feb-14,133566,,Yorkshire and the Humber
Mar-14,131800,,Yorkshire and the Humber
Apr-14,135527,,Yorkshire and the Humber
May-14,136372,,Yorkshire and the Humber
Jun-14,136406,,Yorkshire and the Humber
Jul-14,138056,,Yorkshire and the Humber
Aug-14,139749,,Yorkshire and the Humber
Sept-14,137813,,Yorkshire and the Humber
Oct-14,138639,,Yorkshire and the Humber
Nov-14,138291,,Yorkshire and the Humber
Dec-14,139199,,Yorkshire and the Humber
Jan-15,136169,,Yorkshire and the Humber
Feb-15,136993,,Yorkshire and the Humber
Mar-15,137740,,Yorkshire and the Humber
Apr-15,138435,,Yorkshire and the Humber
May-15,141654,,Yorkshire and the Humber
Jun-15,141872,,Yorkshire and the Humber
Jul-15,144733,,Yorkshire and the Humber
Aug-15,145313,,Yorkshire and the Humber
Sept-15,144635,,Yorkshire and the Humber
Oct-15,144325,,Yorkshire and the Humber
Nov-15,145036,,Yorkshire and the Humber
Dec-15,145531,,Yorkshire and the Humber
Jan-16,144594,,Yorkshire and the Humber
Feb-16,145064,,Yorkshire and the Humber
Mar-16,143824,,Yorkshire and the Humber
Apr-16,148145,,Yorkshire and the Humber
May-16,148712,,Yorkshire and the Humber
Jun-16,150349,,Yorkshire and the Humber
Jul-16,151334,,Yorkshire and the Humber
Aug-16,151486,,Yorkshire and the Humber
Sept-16,150519,,Yorkshire and the Humber
Oct-16,150358,,Yorkshire and the Humber
Nov-16,151219,,Yorkshire and the Humber
Dec-16,152583,,Yorkshire and the Humber
Jan-17,148916,,Yorkshire and the Humber
Feb-17,150721,,Yorkshire and the Humber
Mar-17,149660,,Yorkshire and the Humber
Apr-17,153248,,Yorkshire and the Humber
May-17,154547,,Yorkshire and the Humber
Jun-17,155802,,Yorkshire and the Humber
Jul-17,156514,,Yorkshire and the Humber
Aug-17,158077,,Yorkshire and the Humber
Sept-17,157934,,Yorkshire and the Humber
Oct-17,156897,,Yorkshire and the Humber
Nov-17,157088,,Yorkshire and the Humber
Dec-17,158435,,Yorkshire and the Humber
Jan-18,155888,,Yorkshire and the Humber
Feb-18,155694,,Yorkshire and the Humber
Mar-18,156466,,Yorkshire and the Humber
Apr-18,157431,,Yorkshire and the Humber
May-18,159541,,Yorkshire and the Humber
Jun-18,160484,,Yorkshire and the Humber
Jul-18,162020,,Yorkshire and the Humber
Aug-18,164088,,Yorkshire and the Humber
Sept-18,162180,,Yorkshire and the Humber
Oct-18,161750,,Yorkshire and the Humber
Nov-18,161471,,Yorkshire and the Humber
Dec-18,162130,,Yorkshire and the Humber
Jan-19,160341,,Yorkshire and the Humber
Feb-19,159284,,Yorkshire and the Humber
Mar-19,160771,,Yorkshire and the Humber
Apr-19,161839,,Yorkshire and the Humber
May-19,162208,,Yorkshire and the Humber
Jun-19,163658,,Yorkshire and the Humber
Jul-19,164990,,Yorkshire and the Humber
Aug-19,165547,,Yorkshire and the Humber
Sept-19,165445,,Yorkshire and the Humber
Oct-19,166226,,Yorkshire and the Humber
Nov-19,164876,,Yorkshire and the Humber
Dec-19,165654,,Yorkshire and the Humber
Jan-20,164553,,Yorkshire and the Humber
Feb-20,164353,,Yorkshire and the Humber
Mar-20,165360,,Yorkshire and the Humber
Apr-20,160140,,Yorkshire and the Humber
May-20,164970,,Yorkshire and the Humber
Jun-20,167941,,Yorkshire and the Humber
Jul-20,168740,,Yorkshire and the Humber
Aug-20,171000,,Yorkshire and the Humber
Sept-20,171828,,Yorkshire and the Humber
Oct-20,174360,,Yorkshire and the Humber
Nov-20,178145,,Yorkshire and the Humber
Dec-20,179316,,Yorkshire and the Humber
Jan-21,181214,,Yorkshire and the Humber
Feb-21,181319,,Yorkshire and the Humber
Mar-21,183188,,Yorkshire and the Humber
Apr-21,179999,,Yorkshire and the Humber
May-21,181853,,Yorkshire and the Humber
Jun-21,195830,,Yorkshire and the Humber
Jul-21,180018,,Yorkshire and the Humber
Aug-21,186332,,Yorkshire and the Humber
Sept-21,196014,,Yorkshire and the Humber
Oct-21,185945,,Yorkshire and the Humber
Nov-21,190804,,Yorkshire and the Humber
Dec-21,192328,,Yorkshire and the Humber
Jan-22,195487,,Yorkshire and the Humber
Feb-22,197246,,Yorkshire and the Humber
Mar-22,196470,,Yorkshire and the Humber
Apr-22,198749,,Yorkshire and the Humber
May-22,203543,,Yorkshire and the Humber
Jun-22,204586,,Yorkshire and the Humber
Jul-22,208099,,Yorkshire and the Humber
Aug-22,211841,,Yorkshire and the Humber
