Date,Average Price,Volume,Region
Sept-01,61271,11992,North West
Oct-01,61151,13358,North West
Nov-01,61510,14416,North West
Dec-01,62331,12166,North West
Jan-02,61872,9153,North West
Feb-02,61566,10280,North West
Mar-02,63660,13382,North West
Apr-02,64596,12205,North West
May-02,67351,17109,North West
Jun-02,68494,13399,North West
Jul-02,70780,16080,North West
Aug-02,71765,16673,North West
Sept-02,71768,13657,North West
Oct-02,72562,14338,North West
Nov-02,74763,15891,North West
Dec-02,75567,14163,North West
Jan-03,76069,10931,North West
Feb-03,75939,10670,North West
Mar-03,76959,11787,North West
Apr-03,80698,12301,North West
May-03,82862,13781,North West
Jun-03,84244,13687,North West
Jul-03,87160,14337,North West
Aug-03,89471,15492,North West
Sept-03,89616,14679,North West
Oct-03,91689,17128,North West
Nov-03,93428,15994,North West
Dec-03,96223,16396,North West
Jan-04,95632,11657,North West
Feb-04,96905,11788,North West
Mar-04,98505,14123,North West
Apr-04,104383,15963,North West
May-04,108067,14450,North West
Jun-04,111344,16448,North West
Jul-04,115878,17383,North West
Aug-04,117150,14919,North West
Sept-04,117771,12596,North West
Oct-04,118500,12855,North West
Nov-04,119980,11333,North West
Dec-04,120191,11295,North West
Jan-05,118939,7343,North West
Feb-05,117630,7712,North West
Mar-05,120919,9079,North West
Apr-05,123118,10896,North West
May-05,125769,10801,North West
Jun-05,127557,12211,North West
Jul-05,128994,12482,North West
Aug-05,130263,11919,North West
Sept-05,130291,12695,North West
Oct-05,129915,11373,North West
Nov-05,130312,11646,North West
Dec-05,132554,13313,North West
Jan-06,130144,9299,North West
Feb-06,131609,9928,North West
Mar-06,131139,13234,North West
Apr-06,135797,11814,North West
May-06,136328,13340,North West
Jun-06,138412,15763,North West
Jul-06,139630,13848,North West
Aug-06,140071,14509,North West
Sept-06,141339,14490,North West
Oct-06,141121,14135,North West
Nov-06,142273,14994,North West
Dec-06,143832,15679,North West
Jan-07,142760,10718,North West
Feb-07,143625,11229,North West
Mar-07,143912,13744,North West
Apr-07,146541,12406,North West
May-07,147774,13623,North West
Jun-07,149942,15600,North West
Jul-07,150382,14735,North West
Aug-07,151511,15679,North West
Sept-07,151088,12666,North West
Oct-07,151346,13058,North West
Nov-07,150751,13321,North West
Dec-07,152427,10891,North West
Jan-08,148289,7384,North West
Feb-08,146830,8133,North West
Mar-08,144962,7746,North West
Apr-08,147411,8083,North West
May-08,146681,8044,North West
Jun-08,146137,7010,North West
Jul-08,143839,6658,North West
Aug-08,142260,5854,North West
Sept-08,137890,5069,North West
Oct-08,136469,5259,North West
Nov-08,132872,4412,North West
Dec-08,131533,4694,North West
Jan-09,127472,3128,North West
Feb-09,126938,3232,North West
Mar-09,124654,4298,North West
Apr-09,127765,4467,North West
May-09,128224,4980,North West
Jun-09,128858,5807,North West
Jul-09,130826,6717,North West
Aug-09,131723,6010,North West
Sept-09,132352,5975,North West
Oct-09,133220,6903,North West
Nov-09,133662,6594,North West
Dec-09,135758,8285,North West
Jan-10,131060,3595,North West
Feb-10,133089,4713,North West
Mar-10,131297,5662,North West
Apr-10,134160,5652,North West
May-10,134292,5625,North West
Jun-10,134718,6569,North West
Jul-10,133975,7189,North West
Aug-10,135743,6561,North West
Sept-10,134331,5981,North West
Oct-10,133166,6273,North West
Nov-10,131198,6126,North West
Dec-10,131347,6181,North West
Jan-11,129892,4141,North West
Feb-11,128951,4334,North West
Mar-11,127767,5365,North West
Apr-11,129500,5694,North West
May-11,128753,5513,North West
Jun-11,128484,6255,North West
Jul-11,130275,6720,North West
Aug-11,131341,6559,North West
Sept-11,130472,6788,North West
Oct-11,129674,6239,North West
Nov-11,127346,6301,North West
Dec-11,128039,6951,North West
Jan-12,125780,4594,North West
Feb-12,127311,4708,North West
Mar-12,127820,6407,North West
Apr-12,128284,4826,North West
May-12,127459,5600,North West
Jun-12,129810,6123,North West
Jul-12,129030,6239,North West
Aug-12,130137,6662,North West
Sept-12,129970,5423,North West
Oct-12,126997,6120,North West
Nov-12,128922,6785,North West
Dec-12,127862,5992,North West
Jan-13,124578,4608,North West
Feb-13,127100,4966,North West
Mar-13,126970,6014,North West
Apr-13,127515,5557,North West
May-13,128085,7378,North West
Jun-13,129600,7102,North West
Jul-13,129713,7851,North West
Aug-13,131532,8325,North West
Sept-13,131408,7364,North West
Oct-13,129085,8282,North West
Nov-13,130047,9452,North West
Dec-13,131350,8802,North West
Jan-14,129790,7391,North West
Feb-14,131370,7415,North West
Mar-14,130061,8139,North West
Apr-14,133616,8203,North West
May-14,134136,9238,North West
Jun-14,135870,9386,North West
Jul-14,136629,9619,North West
Aug-14,138230,9847,North West
Sept-14,138050,8962,North West
Oct-14,137383,10070,North West
Nov-14,136864,8608,North West
Dec-14,136688,9144,North West
Jan-15,136041,6522,North West
Feb-15,137141,7063,North West
Mar-15,135261,8391,North West
Apr-15,137256,7762,North West
May-15,139668,9106,North West
Jun-15,139138,9844,North West
Jul-15,141510,11048,North West
Aug-15,142463,9861,North West
Sept-15,142769,9734,North West
Oct-15,142082,10998,North West
Nov-15,142829,9764,North West
Dec-15,142866,9806,North West
Jan-16,143139,7255,North West
Feb-16,143009,8119,North West
Mar-16,141447,14602,North West
Apr-16,146681,7127,North West
May-16,147753,7780,North West
Jun-16,148176,9313,North West
Jul-16,150341,10423,North West
Aug-16,150174,10215,North West
Sept-16,150038,9874,North West
Oct-16,148332,9427,North West
Nov-16,149723,10014,North West
Dec-16,149560,10679,North West
Jan-17,149371,7558,North West
Feb-17,150960,8018,North West
Mar-17,149615,10049,North West
Apr-17,152217,8078,North West
May-17,153126,9525,North West
Jun-17,155061,11140,North West
Jul-17,156761,10112,North West
Aug-17,158252,10927,North West
Sept-17,157751,10879,North West
Oct-17,157301,10428,North West
Nov-17,157804,10652,North West
Dec-17,158863,10472,North West
Jan-18,155596,7548,North West
Feb-18,157519,8121,North West
Mar-18,155625,9632,North West
Apr-18,157768,8142,North West
May-18,158823,9330,North West
Jun-18,160314,10916,North West
Jul-18,162345,9863,North West
Aug-18,163092,11323,North West
Sept-18,163068,9316,North West
Oct-18,163838,10808,North West
Nov-18,163186,11510,North West
Dec-18,162769,9399,North West
Jan-19,161409,7213,North West
Feb-19,162066,8379,North West
Mar-19,160670,9346,North West
Apr-19,162254,8505,North West
May-19,163986,9787,North West
Jun-19,163809,9618,North West
Jul-19,166118,9847,North West
Aug-19,167693,10769,North West
Sept-19,167011,9532,North West
Oct-19,166780,10330,North West
Nov-19,166081,10721,North West
Dec-19,165148,9462,North West
Jan-20,164563,7795,North West
Feb-20,164760,7806,North West
Mar-20,166588,7883,North West
Apr-20,163904,3162,North West
May-20,164258,4431,North West
Jun-20,168769,6449,North West
Jul-20,171303,7407,North West
Aug-20,173316,7879,North West
Sept-20,174352,8791,North West
Oct-20,177827,10568,North West
Nov-20,178595,10429,North West
Dec-20,181696,11097,North West
Jan-21,182234,8241,North West
Feb-21,184710,10475,North West
Mar-21,186939,13584,North West
Apr-21,184388,9434,North West
May-21,184621,8645,North West
Jun-21,199989,15442,North West
Jul-21,183796,8107,North West
Aug-21,189930,9504,North West
Sept-21,200667,14734,North West
Oct-21,189810,7176,North West
Nov-21,195127,8645,North West
Dec-21,197318,9097,North West
Jan-22,200506,6925,North West
Feb-22,201250,7664,North West
Mar-22,202367,8515,North West
Apr-22,203690,7296,North West
May-22,207044,7087,North West
Jun-22,209709,6875,North West
Jul-22,215102,7747,North West
Aug-22,217325,7062,North West
Jan-95,64019,8809,South East
Feb-95,63715,8658,South East
Mar-95,64114,12177,South East
Apr-95,64623,10941,South East
May-95,64530,11975,South East
Jun-95,65511,13288,South East
Jul-95,65225,12565,South East
Aug-95,64852,13609,South East
Sept-95,64352,12698,South East
Oct-95,64126,11356,South East
Nov-95,64416,11978,South East
Dec-95,64261,12709,South East
Jan-96,64057,9177,South East
Feb-96,63770,9578,South East
Mar-96,63809,12633,South East
Apr-96,64985,12717,South East
May-96,65344,15061,South East
Jun-96,65927,14394,South East
Jul-96,67001,16827,South East
Aug-96,67333,18222,South East
Sept-96,67196,15466,South East
Oct-96,67133,16666,South East
Nov-96,67967,17864,South East
Dec-96,68772,16879,South East
Jan-97,69008,12740,South East
Feb-97,69675,12766,South East
Mar-97,70721,14336,South East
Apr-97,71955,15424,South East
May-97,73359,17982,South East
Jun-97,74440,18465,South East
Jul-97,75787,20417,South East
Aug-97,77465,19489,South East
Sept-97,78067,17515,South East
Oct-97,79067,18388,South East
Nov-97,79955,15626,South East
Dec-97,79839,16565,South East
Jan-98,79976,11473,South East
Feb-98,80218,11684,South East
Mar-98,81185,14261,South East
Apr-98,83176,15354,South East
May-98,83993,16549,South East
Jun-98,85019,17473,South East
Jul-98,85994,19943,South East
Aug-98,86862,17256,South East
Sept-98,86723,16286,South East
Oct-98,86847,15879,South East
Nov-98,86952,15087,South East
Dec-98,86784,15235,South East
Jan-99,87346,11624,South East
Feb-99,87443,11441,South East
Mar-99,88024,15704,South East
Apr-99,89754,16834,South East
May-99,90801,16679,South East
Jun-99,92489,19649,South East
Jul-99,94135,22919,South East
Aug-99,96538,21391,South East
Sept-99,99137,19630,South East
Oct-99,99999,19969,South East
Nov-99,101397,19315,South East
Dec-99,103346,18718,South East
Jan-00,104358,12412,South East
Feb-00,104721,13316,South East
Mar-00,107765,17221,South East
Apr-00,111947,16217,South East
May-00,113099,16699,South East
Jun-00,115640,18898,South East
Jul-00,116597,17194,South East
Aug-00,118743,16616,South East
Sept-00,118166,14783,South East
Oct-00,118370,14105,South East
Nov-00,117929,14326,South East
Dec-00,118983,15570,South East
Jan-01,118668,11592,South East
Feb-01,119198,11954,South East
Mar-01,120770,15488,South East
Apr-01,123754,16149,South East
May-01,125086,18174,South East
Jun-01,127693,20497,South East
Jul-01,129751,20908,South East
Aug-01,131743,22886,South East
Sept-01,132693,17634,South East
Oct-01,134038,18710,South East
Nov-01,135285,18551,South East
Dec-01,136468,16197,South East
Jan-02,137154,12444,South East
Feb-02,136801,13195,South East
Mar-02,139425,17178,South East
Apr-02,141861,17711,South East
May-02,146013,23418,South East
Jun-02,149123,18724,South East
Jul-02,153199,23206,South East
Aug-02,157672,23217,South East
Sept-02,159843,18618,South East
Oct-02,162290,18736,South East
Nov-02,164980,18555,South East
Dec-02,166939,17777,South East
Jan-03,169024,13737,South East
Feb-03,169132,12777,South East
Mar-03,170871,12762,South East
Apr-03,172240,13692,South East
May-03,173815,14970,South East
Jun-03,175525,15071,South East
Jul-03,177245,17457,South East
Aug-03,177730,18329,South East
Sept-03,176384,18160,South East
Oct-03,179187,20081,South East
Nov-03,180240,19055,South East
Dec-03,180699,20275,South East
Jan-04,182139,15524,South East
Feb-04,183091,14951,South East
Mar-04,184545,16856,South East
Apr-04,186611,19484,South East
May-04,189893,18081,South East
Jun-04,192250,20246,South East
Jul-04,194728,21788,South East
Aug-04,198248,19631,South East
Sept-04,197736,16683,South East
Oct-04,197557,15377,South East
Nov-04,199497,13754,South East
Dec-04,197794,13851,South East
Jan-05,195620,9243,South East
Feb-05,196482,9441,South East
Mar-05,196494,11332,South East
Apr-05,197998,13136,South East
May-05,198849,13834,South East
Jun-05,199220,16154,South East
Jul-05,200336,16990,South East
Aug-05,200950,16820,South East
Sept-05,201181,16735,South East
Oct-05,199322,15508,South East
Nov-05,200577,16303,South East
Dec-05,200784,18119,South East
Jan-06,201252,13048,South East
Feb-06,201878,13361,South East
Mar-06,202726,17079,South East
Apr-06,205285,15992,South East
May-06,208458,17990,South East
Jun-06,209556,21344,South East
Jul-06,211719,20373,South East
Aug-06,213017,22478,South East
Sept-06,214854,20639,South East
Oct-06,214634,19698,South East
Nov-06,216507,19570,South East
Dec-06,219389,20999,South East
Jan-07,220546,15462,South East
Feb-07,219879,14947,South East
Mar-07,221581,17562,South East
Apr-07,225548,15898,South East
May-07,230061,18656,South East
Jun-07,231684,21237,South East
Jul-07,235796,20581,South East
Aug-07,236007,22453,South East
Sept-07,238302,17077,South East
Oct-07,238845,18164,South East
Nov-07,238670,17067,South East
Dec-07,237099,13779,South East
Jan-08,235300,9842,South East
Feb-08,231825,10386,South East
Mar-08,232495,9643,South East
Apr-08,230863,10465,South East
May-08,232076,11241,South East
Jun-08,229212,10213,South East
Jul-08,227808,9011,South East
Aug-08,220523,8965,South East
Sept-08,215167,7326,South East
Oct-08,209022,7821,South East
Nov-08,203088,6293,South East
Dec-08,200350,7110,South East
Jan-09,194568,5129,South East
Feb-09,191720,4907,South East
Mar-09,191156,6482,South East
Apr-09,193112,7214,South East
May-09,196756,8509,South East
Jun-09,199318,10151,South East
Jul-09,202557,12207,South East
Aug-09,206729,11294,South East
Sept-09,209426,11320,South East
Oct-09,210508,12281,South East
Nov-09,212153,11681,South East
Dec-09,211679,14941,South East
Jan-10,217936,6601,South East
Feb-10,217339,8008,South East
Mar-10,216665,9308,South East
Apr-10,218270,9428,South East
May-10,220434,9441,South East
Jun-10,222047,11478,South East
Jul-10,224554,12572,South East
Aug-10,224123,11769,South East
Sept-10,224587,10823,South East
Oct-10,221298,10583,South East
Nov-10,219815,10240,South East
Dec-10,218657,10343,South East
Jan-11,216680,6847,South East
Feb-11,217190,7278,South East
Mar-11,215778,8146,South East
Apr-11,218178,9007,South East
May-11,218577,8827,South East
Jun-11,219162,10180,South East
Jul-11,222005,11588,South East
Aug-11,220344,12033,South East
Sept-11,221239,11957,South East
Oct-11,218309,10459,South East
Nov-11,219732,11216,South East
Dec-11,219371,11844,South East
Jan-12,217660,8014,South East
Feb-12,218487,8297,South East
Mar-12,219094,11451,South East
Apr-12,223223,7533,South East
May-12,223509,9560,South East
Jun-12,224379,10728,South East
Jul-12,226770,11204,South East
Aug-12,227861,12557,South East
Sept-12,228457,10140,South East
Oct-12,224927,10976,South East
Nov-12,224563,11577,South East
Dec-12,225865,10312,South East
Jan-13,225210,8108,South East
Feb-13,223861,8163,South East
Mar-13,225295,9491,South East
Apr-13,227862,9101,South East
May-13,228343,11770,South East
Jun-13,230987,11961,South East
Jul-13,233752,13795,South East
Aug-13,234507,15122,South East
Sept-13,235143,13167,South East
Oct-13,235311,14569,South East
Nov-13,237224,15099,South East
Dec-13,238975,14971,South East
Jan-14,240961,12253,South East
Feb-14,241314,12002,South East
Mar-14,243371,12484,South East
Apr-14,247105,12835,South East
May-14,251395,13967,South East
Jun-14,253441,14673,South East
Jul-14,257701,15973,South East
Aug-14,261254,16577,South East
Sept-14,263171,14977,South East
Oct-14,263518,16051,South East
Nov-14,262969,13599,South East
Dec-14,264217,14439,South East
Jan-15,264848,10936,South East
Feb-15,264568,10909,South East
Mar-15,265090,11739,South East
Apr-15,268550,11596,South East
May-15,271147,12900,South East
Jun-15,275224,15232,South East
Jul-15,279875,16491,South East
Aug-15,283369,15511,South East
Sept-15,284374,15052,South East
Oct-15,286452,16502,South East
Nov-15,288509,14653,South East
Dec-15,291298,14723,South East
Jan-16,293678,11281,South East
Feb-16,295613,11988,South East
Mar-16,300201,21531,South East
Apr-16,297712,9325,South East
May-16,301202,10633,South East
Jun-16,305125,13226,South East
Jul-16,309069,14114,South East
Aug-16,309981,14632,South East
Sept-16,307429,13617,South East
Oct-16,307992,12356,South East
Nov-16,307867,12669,South East
Dec-16,309185,14140,South East
Jan-17,312895,10227,South East
Feb-17,310033,10887,South East
Mar-17,310447,12670,South East
Apr-17,313583,11007,South East
May-17,315314,11895,South East
Jun-17,318364,14680,South East
Jul-17,321088,13952,South East
Aug-17,323089,15084,South East
Sept-17,322596,13696,South East
Oct-17,322066,13422,South East
Nov-17,320212,13141,South East
Dec-17,320733,13223,South East
Jan-18,320978,10093,South East
Feb-18,321375,9950,South East
Mar-18,319876,11783,South East
Apr-18,321353,9781,South East
May-18,321825,11436,South East
Jun-18,324665,13779,South East
Jul-18,327091,13184,South East
Aug-18,328061,14793,South East
Sept-18,327054,11992,South East
Oct-18,324475,13093,South East
Nov-18,323266,13696,South East
Dec-18,321118,11914,South East
Jan-19,322226,9325,South East
Feb-19,320095,9410,South East
Mar-19,317129,10703,South East
Apr-19,318912,10174,South East
May-19,318250,11063,South East
Jun-19,320835,11537,South East
Jul-19,322549,12874,South East
Aug-19,322720,14003,South East
Sept-19,323762,11931,South East
Oct-19,322285,12908,South East
Nov-19,322200,13231,South East
Dec-19,321278,12615,South East
Jan-20,321704,9742,South East
Feb-20,318182,9889,South East
Mar-20,323167,10166,South East
Apr-20,325154,4138,South East
May-20,320817,5049,South East
Jun-20,322024,7833,South East
Jul-20,325748,9560,South East
Aug-20,329417,9855,South East
Sept-20,331926,11245,South East
Oct-20,332489,13862,South East
Nov-20,336738,13969,South East
Dec-20,337686,15999,South East
Jan-21,340552,12652,South East
Feb-21,339787,15863,South East
Mar-21,344724,23420,South East
Apr-21,342086,13699,South East
May-21,342227,11493,South East
Jun-21,358629,30013,South East
Jul-21,344318,6338,South East
Aug-21,354370,10829,South East
Sept-21,365884,20595,South East
Oct-21,361533,7997,South East
Nov-21,365907,10338,South East
Dec-21,367597,11256,South East
Jan-22,375257,9001,South East
Feb-22,375240,9718,South East
Mar-22,379314,10702,South East
Apr-22,380275,9146,South East
May-22,384837,8986,South East
Jun-22,389250,8995,South East
Jul-22,396247,10033,South East
Aug-22,402559,10139,South East
Jan-95,54705,5050,South West
Feb-95,54356,5113,South West
Mar-95,53583,7157,South West
Apr-95,54786,6359,South West
May-95,54699,6990,South West
Jun-95,54420,7802,South West
Jul-95,54266,6941,South West
Aug-95,54366,7680,South West
Sept-95,54244,7532,South West
Oct-95,54265,6852,South West
Nov-95,53799,6939,South West
Dec-95,53081,7406,South West
Jan-96,53373,5537,South West
Feb-96,53255,5676,South West
Mar-96,53608,7963,South West
Apr-96,54762,7601,South West
May-96,54871,8912,South West
Jun-96,55076,8428,South West
Jul-96,55958,9908,South West
Aug-96,56224,10742,South West
Sept-96,56444,9437,South West
Oct-96,56786,10188,South West
Nov-96,57182,10890,South West
Dec-96,56951,9795,South West
Jan-97,57751,7761,South West
Feb-97,57921,7637,South West
Mar-97,58623,8957,South West
Apr-97,59538,9292,South West
May-97,59732,10657,South West
Jun-97,60592,11209,South West
Jul-97,61532,12208,South West
Aug-97,62591,11834,South West
Sept-97,62991,10703,South West
Oct-97,63110,11229,South West
Nov-97,64054,9474,South West
Dec-97,63445,10312,South West
Jan-98,64148,7094,South West
Feb-98,63963,7328,South West
Mar-98,64870,8849,South West
Apr-98,66258,9318,South West
May-98,67018,10355,South West
Jun-98,66736,10735,South West
Jul-98,68712,12450,South West
Aug-98,68913,10578,South West
Sept-98,68213,9993,South West
Oct-98,68126,10530,South West
Nov-98,68951,9496,South West
Dec-98,68368,9504,South West
Jan-99,69448,6889,South West
Feb-99,69380,7371,South West
Mar-99,70924,10052,South West
Apr-99,71531,10671,South West
May-99,72521,10774,South West
Jun-99,73632,12026,South West
Jul-99,74976,14296,South West
Aug-99,75894,13039,South West
Sept-99,78103,12408,South West
Oct-99,78979,12699,South West
Nov-99,79882,12511,South West
Dec-99,81210,11758,South West
Jan-00,81381,7885,South West
Feb-00,82595,8333,South West
Mar-00,84214,10929,South West
Apr-00,86912,10292,South West
May-00,88141,10693,South West
Jun-00,89406,11833,South West
Jul-00,91214,10707,South West
Aug-00,92258,10564,South West
Sept-00,92647,9677,South West
Oct-00,92617,9387,South West
Nov-00,92584,9289,South West
Dec-00,92016,10321,South West
Jan-01,92100,7178,South West
Feb-01,92717,7604,South West
Mar-01,94674,10693,South West
Apr-01,97798,10669,South West
May-01,98508,11489,South West
Jun-01,99762,13232,South West
Jul-01,102517,13071,South West
Aug-01,104465,14055,South West
Sept-01,105619,11036,South West
Oct-01,106765,11531,South West
Nov-01,107209,11654,South West
Dec-01,107601,10076,South West
Jan-02,108960,7798,South West
Feb-02,109637,8528,South West
Mar-02,113298,11366,South West
Apr-02,115278,11365,South West
May-02,118717,14506,South West
Jun-02,122468,11439,South West
Jul-02,126349,13959,South West
Aug-02,129887,13671,South West
Sept-02,132198,10765,South West
Oct-02,135148,11469,South West
Nov-02,137401,11644,South West
Dec-02,138960,10747,South West
Jan-03,141452,8507,South West
Feb-03,140641,7695,South West
Mar-03,143651,7973,South West
Apr-03,145317,8786,South West
May-03,147079,9136,South West
Jun-03,148955,9537,South West
Jul-03,151149,10928,South West
Aug-03,151746,11956,South West
Sept-03,152814,11524,South West
Oct-03,154585,13231,South West
Nov-03,154304,12065,South West
Dec-03,157032,12271,South West
Jan-04,158495,9397,South West
Feb-04,158169,9053,South West
Mar-04,161520,10237,South West
Apr-04,165311,12318,South West
May-04,168379,11178,South West
Jun-04,172331,12566,South West
Jul-04,175460,13212,South West
Aug-04,176345,11273,South West
Sept-04,178524,9610,South West
Oct-04,178088,9273,South West
Nov-04,179185,8007,South West
Dec-04,177553,7834,South West
Jan-05,175838,5481,South West
Feb-05,176020,5814,South West
Mar-05,176376,6952,South West
Apr-05,177112,8445,South West
May-05,177973,8434,South West
Jun-05,178555,9725,South West
Jul-05,180979,10590,South West
Aug-05,180356,10557,South West
Sept-05,180846,10149,South West
Oct-05,180883,9555,South West
Nov-05,180778,10095,South West
Dec-05,181798,11133,South West
Jan-06,181152,7861,South West
Feb-06,180356,7992,South West
Mar-06,183672,10625,South West
Apr-06,185201,10445,South West
May-06,187087,11193,South West
Jun-06,189380,13200,South West
Jul-06,191277,12863,South West
Aug-06,193535,13841,South West
Sept-06,193878,12492,South West
Oct-06,195904,12448,South West
Nov-06,197357,12760,South West
Dec-06,198583,13258,South West
Jan-07,197597,9198,South West
Feb-07,198960,8926,South West
Mar-07,201839,10691,South West
Apr-07,202684,10207,South West
May-07,205886,11573,South West
Jun-07,207413,12697,South West
Jul-07,210108,12180,South West
Aug-07,211402,13440,South West
Sept-07,212666,10286,South West
Oct-07,211641,10733,South West
Nov-07,211624,10170,South West
Dec-07,209153,8667,South West
Jan-08,207936,5812,South West
Feb-08,203729,6075,South West
Mar-08,202208,5667,South West
Apr-08,203157,6612,South West
May-08,203439,7034,South West
Jun-08,199568,6295,South West
Jul-08,198090,5618,South West
Aug-08,194290,5276,South West
Sept-08,190686,4612,South West
Oct-08,186431,5068,South West
Nov-08,179719,4088,South West
Dec-08,175280,4822,South West
Jan-09,173483,3040,South West
Feb-09,173252,3286,South West
Mar-09,171666,4207,South West
Apr-09,171356,4753,South West
May-09,174181,5754,South West
Jun-09,177983,6581,South West
Jul-09,179938,7644,South West
Aug-09,181846,7145,South West
Sept-09,184484,7165,South West
Oct-09,184995,7984,South West
Nov-09,185919,7375,South West
Dec-09,186816,9799,South West
Jan-10,188404,3872,South West
Feb-10,189126,4734,South West
Mar-10,188491,5742,South West
Apr-10,190514,6178,South West
May-10,192511,6113,South West
Jun-10,193285,7417,South West
Jul-10,194617,7788,South West
Aug-10,196163,7117,South West
Sept-10,195803,6796,South West
Oct-10,194165,6862,South West
Nov-10,191693,6509,South West
Dec-10,189735,6617,South West
Jan-11,188992,3992,South West
Feb-11,187669,4297,South West
Mar-11,187586,5123,South West
Apr-11,188251,5864,South West
May-11,187412,5577,South West
Jun-11,189494,6522,South West
Jul-11,191264,6992,South West
Aug-11,191964,7390,South West
Sept-11,189499,7280,South West
Oct-11,189765,6777,South West
Nov-11,188933,6873,South West
Dec-11,187426,7314,South West
Jan-12,189942,5096,South West
Feb-12,189653,5198,South West
Mar-12,188079,6908,South West
Apr-12,190924,4890,South West
May-12,190367,5929,South West
Jun-12,191813,6715,South West
Jul-12,193530,6815,South West
Aug-12,192032,7640,South West
Sept-12,191674,6017,South West
Oct-12,191820,6771,South West
Nov-12,191426,7187,South West
Dec-12,187901,6484,South West
Jan-13,189820,4677,South West
Feb-13,189236,4943,South West
Mar-13,190494,5972,South West
Apr-13,193336,5652,South West
May-13,192848,7337,South West
Jun-13,193267,7521,South West
Jul-13,195066,8260,South West
Aug-13,196500,9214,South West
Sept-13,198055,8118,South West
Oct-13,197254,9061,South West
Nov-13,197476,9815,South West
Dec-13,198613,9321,South West
Jan-14,198252,7412,South West
Feb-14,198985,7672,South West
Mar-14,200618,7494,South West
Apr-14,204087,8260,South West
May-14,204098,8813,South West
Jun-14,204781,9577,South West
Jul-14,209034,9972,South West
Aug-14,211731,10229,South West
Sept-14,213432,9277,South West
Oct-14,212152,10261,South West
Nov-14,210799,8499,South West
Dec-14,211576,9535,South West
Jan-15,212878,6613,South West
Feb-15,210050,6543,South West
Mar-15,212109,7558,South West
Apr-15,214541,7557,South West
May-15,215498,8517,South West
Jun-15,217582,10048,South West
Jul-15,220044,10642,South West
Aug-15,223210,9970,South West
Sept-15,224435,9895,South West
Oct-15,224226,10353,South West
Nov-15,226490,9283,South West
Dec-15,226855,9766,South West
Jan-16,226547,7182,South West
Feb-16,227523,8027,South West
Mar-16,233607,14439,South West
Apr-16,227636,5901,South West
May-16,231318,7144,South West
Jun-16,233700,9089,South West
Jul-16,235665,9342,South West
Aug-16,236832,9821,South West
Sept-16,237148,9276,South West
Oct-16,235617,8873,South West
Nov-16,237150,9086,South West
Dec-16,236288,9921,South West
Jan-17,238829,6958,South West
Feb-17,239143,7145,South West
Mar-17,238248,8763,South West
Apr-17,240489,7470,South West
May-17,242531,8279,South West
Jun-17,245039,10186,South West
Jul-17,248904,9322,South West
Aug-17,250432,10281,South West
Sept-17,249369,9403,South West
Oct-17,250981,9426,South West
Nov-17,249345,9494,South West
Dec-17,249309,9462,South West
Jan-18,252533,6722,South West
Feb-18,250793,7110,South West
Mar-18,250615,7734,South West
Apr-18,250254,7058,South West
May-18,251132,8038,South West
Jun-18,252603,9476,South West
Jul-18,256893,8792,South West
Aug-18,258465,10305,South West
Sept-18,258839,8137,South West
Oct-18,256898,9362,South West
Nov-18,256928,9595,South West
Dec-18,256577,8447,South West
Jan-19,254632,6526,South West
Feb-19,255243,6476,South West
Mar-19,253051,7615,South West
Apr-19,252921,6983,South West
May-19,252527,7763,South West
Jun-19,252692,8057,South West
Jul-19,258177,8596,South West
Aug-19,258322,9127,South West
Sept-19,258780,7938,South West
Oct-19,258647,8781,South West
Nov-19,256540,9101,South West
Dec-19,256349,8489,South West
Jan-20,257494,6566,South West
Feb-20,256208,6465,South West
Mar-20,259458,6818,South West
Apr-20,256514,2467,South West
May-20,256208,3494,South West
Jun-20,259382,5379,South West
Jul-20,263582,6413,South West
Aug-20,265158,6477,South West
Sept-20,269727,7310,South West
Oct-20,271744,9373,South West
Nov-20,273200,9128,South West
Dec-20,276477,10808,South West
Jan-21,277271,7710,South West
Feb-21,277987,10082,South West
Mar-21,282898,14147,South West
Apr-21,279228,9031,South West
May-21,276754,7339,South West
Jun-21,298345,16981,South West
Jul-21,273770,5059,South West
Aug-21,287201,7484,South West
Sept-21,300793,14172,South West
Oct-21,295103,5054,South West
Nov-21,302037,6825,South West
Dec-21,303780,7459,South West
Jan-22,308148,5705,South West
Feb-22,309384,6363,South West
Mar-22,311716,6991,South West
Apr-22,316352,5875,South West
May-22,321390,5820,South West
Jun-22,321347,5701,South West
Jul-22,329477,6530,South West
Aug-22,335339,6270,South West
Jan-95,48528,4199,West Midlands
Feb-95,49341,4633,West Midlands
Mar-95,49442,6262,West Midlands
Apr-95,49456,5218,West Midlands
May-95,50370,6094,West Midlands
Jun-95,50100,6916,West Midlands
Jul-95,49860,6022,West Midlands
Aug-95,49598,6518,West Midlands
Sept-95,49320,6439,West Midlands
Oct-95,49598,5730,West Midlands
Nov-95,48500,6011,West Midlands
Dec-95,49030,6739,West Midlands
Jan-96,47952,4473,West Midlands
Feb-96,48646,4907,West Midlands
Mar-96,48811,6249,West Midlands
Apr-96,48753,5583,West Midlands
May-96,50098,7627,West Midlands
Jun-96,49846,7038,West Midlands
Jul-96,50430,7839,West Midlands
Aug-96,51189,8648,West Midlands
Sept-96,50847,7250,West Midlands
Oct-96,50979,7734,West Midlands
