Date,Average Price,Volume,Region
Nov-96,51598,8995,West Midlands
Dec-96,51418,7759,West Midlands
Jan-97,51120,6093,West Midlands
Feb-97,51443,6084,West Midlands
Mar-97,52104,6797,West Midlands
Apr-97,52548,6923,West Midlands
May-97,53616,8552,West Midlands
Jun-97,53806,8614,West Midlands
Jul-97,54310,8849,West Midlands
Aug-97,55301,9032,West Midlands
Sept-97,54852,7786,West Midlands
Oct-97,54235,8705,West Midlands
Nov-97,54736,7512,West Midlands
Dec-97,55536,7784,West Midlands
Jan-98,55163,5253,West Midlands
Feb-98,55109,5693,West Midlands
Mar-98,55160,6892,West Midlands
Apr-98,56192,6854,West Midlands
May-98,56858,8083,West Midlands
Jun-98,57404,8042,West Midlands
Jul-98,57718,9647,West Midlands
Aug-98,58324,8019,West Midlands
Sept-98,57766,7355,West Midlands
Oct-98,57781,8304,West Midlands
Nov-98,57647,7571,West Midlands
Dec-98,57832,7632,West Midlands
Jan-99,58274,5509,West Midlands
Feb-99,57670,5711,West Midlands
Mar-99,58333,7300,West Midlands
Apr-99,59152,8147,West Midlands
May-99,59886,8281,West Midlands
Jun-99,60904,8518,West Midlands
Jul-99,61658,10942,West Midlands
Aug-99,62499,9557,West Midlands
Sept-99,62542,9082,West Midlands
Oct-99,63172,9858,West Midlands
Nov-99,63408,9449,West Midlands
Dec-99,63944,9443,West Midlands
Jan-00,63833,6080,West Midlands
Feb-00,64137,6650,West Midlands
Mar-00,64648,8887,West Midlands
Apr-00,66676,8051,West Midlands
May-00,67270,8506,West Midlands
Jun-00,68165,10020,West Midlands
Jul-00,68916,9127,West Midlands
Aug-00,69835,9019,West Midlands
Sept-00,69754,8790,West Midlands
Oct-00,69406,7744,West Midlands
Nov-00,70594,7871,West Midlands
Dec-00,71234,8656,West Midlands
Jan-01,71065,5867,West Midlands
Feb-01,71384,6124,West Midlands
Mar-01,72689,8282,West Midlands
Apr-01,74436,7752,West Midlands
May-01,75471,9202,West Midlands
Jun-01,76019,10469,West Midlands
Jul-01,76463,10007,West Midlands
Aug-01,78646,11534,West Midlands
Sept-01,78671,8874,West Midlands
Oct-01,78652,9858,West Midlands
Nov-01,79834,10494,West Midlands
Dec-01,80779,8973,West Midlands
Jan-02,80653,6658,West Midlands
Feb-02,80881,7379,West Midlands
Mar-02,83416,9880,West Midlands
Apr-02,85464,9200,West Midlands
May-02,88015,12502,West Midlands
Jun-02,90683,9611,West Midlands
Jul-02,92437,11814,West Midlands
Aug-02,95134,11753,West Midlands
Sept-02,96813,9688,West Midlands
Oct-02,98653,10090,West Midlands
Nov-02,100767,10638,West Midlands
Dec-02,102749,9745,West Midlands
Jan-03,104468,7434,West Midlands
Feb-03,104109,7275,West Midlands
Mar-03,107284,7602,West Midlands
Apr-03,108791,7781,West Midlands
May-03,111250,8829,West Midlands
Jun-03,111828,9142,West Midlands
Jul-03,114213,9720,West Midlands
Aug-03,117481,10411,West Midlands
Sept-03,116867,9881,West Midlands
Oct-03,118832,11359,West Midlands
Nov-03,120803,10563,West Midlands
Dec-03,123394,10875,West Midlands
Jan-04,122858,7782,West Midlands
Feb-04,124026,8319,West Midlands
Mar-04,125958,9281,West Midlands
Apr-04,129480,10496,West Midlands
May-04,131961,9982,West Midlands
Jun-04,136181,10830,West Midlands
Jul-04,138858,12045,West Midlands
Aug-04,140986,10316,West Midlands
Sept-04,141105,8760,West Midlands
Oct-04,142228,8606,West Midlands
Nov-04,142444,7595,West Midlands
Dec-04,142696,7816,West Midlands
Jan-05,140028,4909,West Midlands
Feb-05,141548,5427,West Midlands
Mar-05,141930,6491,West Midlands
Apr-05,143202,7712,West Midlands
May-05,144167,7633,West Midlands
Jun-05,146219,8951,West Midlands
Jul-05,147649,9091,West Midlands
Aug-05,148529,8833,West Midlands
Sept-05,147680,8943,West Midlands
Oct-05,147573,8230,West Midlands
Nov-05,148518,8712,West Midlands
Dec-05,148914,9778,West Midlands
Jan-06,147576,6843,West Midlands
Feb-06,148738,7057,West Midlands
Mar-06,148994,9468,West Midlands
Apr-06,150422,8468,West Midlands
May-06,154180,9476,West Midlands
Jun-06,153497,11271,West Midlands
Jul-06,153551,9937,West Midlands
Aug-06,155921,10642,West Midlands
Sept-06,156665,10435,West Midlands
Oct-06,156493,10289,West Midlands
Nov-06,157410,10511,West Midlands
Dec-06,158291,11472,West Midlands
Jan-07,157384,7705,West Midlands
Feb-07,157787,7614,West Midlands
Mar-07,158644,9816,West Midlands
Apr-07,161809,8414,West Midlands
May-07,162202,9436,West Midlands
Jun-07,162624,11228,West Midlands
Jul-07,163918,10099,West Midlands
Aug-07,165807,10693,West Midlands
Sept-07,165011,8677,West Midlands
Oct-07,165390,9137,West Midlands
Nov-07,164201,9266,West Midlands
Dec-07,165241,7362,West Midlands
Jan-08,161758,5045,West Midlands
Feb-08,162208,5630,West Midlands
Mar-08,160432,5244,West Midlands
Apr-08,159743,5761,West Midlands
May-08,161333,5996,West Midlands
Jun-08,159656,5611,West Midlands
Jul-08,156057,4826,West Midlands
Aug-08,153811,4395,West Midlands
Sept-08,151810,3746,West Midlands
Oct-08,148779,4101,West Midlands
Nov-08,144774,3376,West Midlands
Dec-08,141893,3472,West Midlands
Jan-09,139999,2356,West Midlands
Feb-09,138503,2566,West Midlands
Mar-09,136966,3224,West Midlands
Apr-09,137313,3376,West Midlands
May-09,139243,3865,West Midlands
Jun-09,139485,4470,West Midlands
Jul-09,143597,5279,West Midlands
Aug-09,144704,4887,West Midlands
Sept-09,144956,4779,West Midlands
Oct-09,146929,5648,West Midlands
Nov-09,146230,5002,West Midlands
Dec-09,148354,6360,West Midlands
Jan-10,146424,2914,West Midlands
Feb-10,147484,3423,West Midlands
Mar-10,146692,4286,West Midlands
Apr-10,149119,4417,West Midlands
May-10,149465,4263,West Midlands
Jun-10,150817,5134,West Midlands
Jul-10,151124,5691,West Midlands
Aug-10,150663,5194,West Midlands
Sept-10,152089,4891,West Midlands
Oct-10,149193,5118,West Midlands
Nov-10,149168,4768,West Midlands
Dec-10,148525,4973,West Midlands
Jan-11,146490,3144,West Midlands
Feb-11,144486,3347,West Midlands
Mar-11,143209,4000,West Midlands
Apr-11,145562,4289,West Midlands
May-11,145692,4121,West Midlands
Jun-11,145807,5046,West Midlands
Jul-11,146184,5252,West Midlands
Aug-11,146183,5272,West Midlands
Sept-11,147655,5379,West Midlands
Oct-11,144812,5050,West Midlands
Nov-11,145825,5200,West Midlands
Dec-11,143628,5634,West Midlands
Jan-12,145071,3688,West Midlands
Feb-12,143615,3769,West Midlands
Mar-12,144779,5350,West Midlands
Apr-12,144490,3737,West Midlands
May-12,144126,4490,West Midlands
Jun-12,147713,5205,West Midlands
Jul-12,147399,4909,West Midlands
Aug-12,147401,5469,West Midlands
Sept-12,147227,4382,West Midlands
Oct-12,145709,4927,West Midlands
Nov-12,146988,5706,West Midlands
Dec-12,147386,4820,West Midlands
Jan-13,145005,3526,West Midlands
Feb-13,145470,4023,West Midlands
Mar-13,145983,4742,West Midlands
Apr-13,146320,4243,West Midlands
May-13,147312,5653,West Midlands
Jun-13,149457,5778,West Midlands
Jul-13,150343,6106,West Midlands
Aug-13,151665,6634,West Midlands
Sept-13,149816,5689,West Midlands
Oct-13,151179,6806,West Midlands
Nov-13,151495,7378,West Midlands
Dec-13,152008,6957,West Midlands
Jan-14,152152,5627,West Midlands
Feb-14,151239,5806,West Midlands
Mar-14,153209,6048,West Midlands
Apr-14,155245,6131,West Midlands
May-14,155724,7067,West Midlands
Jun-14,157736,7314,West Midlands
Jul-14,158073,7554,West Midlands
Aug-14,160571,8005,West Midlands
Sept-14,160011,7078,West Midlands
Oct-14,159925,7854,West Midlands
Nov-14,159782,6595,West Midlands
Dec-14,160267,7028,West Midlands
Jan-15,158683,4976,West Midlands
Feb-15,160388,5487,West Midlands
Mar-15,159293,6160,West Midlands
Apr-15,161813,5602,West Midlands
May-15,162631,7026,West Midlands
Jun-15,164404,7460,West Midlands
Jul-15,166016,8374,West Midlands
Aug-15,167862,7532,West Midlands
Sept-15,167590,7428,West Midlands
Oct-15,167550,8479,West Midlands
Nov-15,168871,7658,West Midlands
Dec-15,169286,7671,West Midlands
Jan-16,169747,5565,West Midlands
Feb-16,168691,6160,West Midlands
Mar-16,169300,11240,West Midlands
Apr-16,172955,5303,West Midlands
May-16,174741,6027,West Midlands
Jun-16,176729,7231,West Midlands
Jul-16,176943,7505,West Midlands
Aug-16,178960,8011,West Midlands
Sept-16,178837,7692,West Midlands
Oct-16,177065,6992,West Midlands
Nov-16,179248,7393,West Midlands
Dec-16,179668,7930,West Midlands
Jan-17,178494,5663,West Midlands
Feb-17,179530,6037,West Midlands
Mar-17,179542,7552,West Midlands
Apr-17,181411,6032,West Midlands
May-17,183199,6822,West Midlands
Jun-17,185214,8395,West Midlands
Jul-17,187219,7782,West Midlands
Aug-17,189271,8216,West Midlands
Sept-17,188232,7957,West Midlands
Oct-17,188849,7788,West Midlands
Nov-17,188640,7945,West Midlands
Dec-17,190466,7730,West Midlands
Jan-18,187845,5852,West Midlands
Feb-18,190682,6132,West Midlands
Mar-18,190077,7003,West Midlands
Apr-18,191375,5844,West Midlands
May-18,191299,6757,West Midlands
Jun-18,193886,8141,West Midlands
Jul-18,196297,7454,West Midlands
Aug-18,196757,8295,West Midlands
Sept-18,198120,7180,West Midlands
Oct-18,197972,7895,West Midlands
Nov-18,196446,8943,West Midlands
Dec-18,198469,7365,West Midlands
Jan-19,195498,5458,West Midlands
Feb-19,197368,6023,West Midlands
Mar-19,195058,6870,West Midlands
Apr-19,195476,6227,West Midlands
May-19,197002,6883,West Midlands
Jun-19,196679,7130,West Midlands
Jul-19,197675,7185,West Midlands
Aug-19,200304,7863,West Midlands
Sept-19,200466,6913,West Midlands
Oct-19,199973,7749,West Midlands
Nov-19,200095,7878,West Midlands
Dec-19,198301,7270,West Midlands
Jan-20,201060,5692,West Midlands
Feb-20,198974,5674,West Midlands
Mar-20,199637,5554,West Midlands
Apr-20,195075,2290,West Midlands
May-20,200156,3216,West Midlands
Jun-20,201330,4649,West Midlands
Jul-20,203527,5449,West Midlands
Aug-20,205908,5471,West Midlands
Sept-20,207291,5769,West Midlands
Oct-20,208805,7473,West Midlands
Nov-20,210348,7174,West Midlands
Dec-20,213578,8128,West Midlands
Jan-21,213786,6059,West Midlands
Feb-21,216219,7747,West Midlands
Mar-21,218064,10525,West Midlands
Apr-21,216497,6817,West Midlands
May-21,216741,6020,West Midlands
Jun-21,230984,11863,West Midlands
Jul-21,216752,5302,West Midlands
Aug-21,224071,6514,West Midlands
Sept-21,230628,10938,West Midlands
Oct-21,224506,4824,West Midlands
Nov-21,228743,5887,West Midlands
Dec-21,232000,6257,West Midlands
Jan-22,234358,4708,West Midlands
Feb-22,235072,5704,West Midlands
Mar-22,238005,6076,West Midlands
Apr-22,239976,4935,West Midlands
May-22,243969,5220,West Midlands
Jun-22,244450,4763,West Midlands
Jul-22,252841,5513,West Midlands
Aug-22,254019,5119,West Midlands
Jan-95,44803,4489,Yorkshire and the Humber
Feb-95,44529,4349,Yorkshire and the Humber
Mar-95,45200,6149,Yorkshire and the Humber
Apr-95,45614,5338,Yorkshire and the Humber
May-95,44831,6200,Yorkshire and the Humber
Jun-95,45393,6915,Yorkshire and the Humber
Jul-95,45535,5813,Yorkshire and the Humber
Aug-95,45111,6375,Yorkshire and the Humber
Sept-95,44838,6364,Yorkshire and the Humber
Oct-95,44310,5756,Yorkshire and the Humber
Nov-95,44166,6038,Yorkshire and the Humber
Dec-95,44458,6580,Yorkshire and the Humber
Jan-96,43461,4354,Yorkshire and the Humber
Feb-96,43815,4707,Yorkshire and the Humber
Mar-96,43881,5972,Yorkshire and the Humber
Apr-96,44539,5597,Yorkshire and the Humber
May-96,44948,6937,Yorkshire and the Humber
Jun-96,45127,6756,Yorkshire and the Humber
Jul-96,45650,7394,Yorkshire and the Humber
Aug-96,45531,7839,Yorkshire and the Humber
Sept-96,45131,6908,Yorkshire and the Humber
Oct-96,44874,7658,Yorkshire and the Humber
Nov-96,45639,8112,Yorkshire and the Humber
Dec-96,45251,7677,Yorkshire and the Humber
Jan-97,44984,5704,Yorkshire and the Humber
Feb-97,44759,5515,Yorkshire and the Humber
Mar-97,45315,6632,Yorkshire and the Humber
Apr-97,46306,6677,Yorkshire and the Humber
May-97,46634,7753,Yorkshire and the Humber
Jun-97,46880,8182,Yorkshire and the Humber
Jul-97,47040,8747,Yorkshire and the Humber
Aug-97,47219,8328,Yorkshire and the Humber
Sept-97,47201,7543,Yorkshire and the Humber
Oct-97,46545,8315,Yorkshire and the Humber
Nov-97,46774,7031,Yorkshire and the Humber
Dec-97,46228,7734,Yorkshire and the Humber
Jan-98,46763,5155,Yorkshire and the Humber
Feb-98,46888,5205,Yorkshire and the Humber
Mar-98,46612,6566,Yorkshire and the Humber
Apr-98,47370,6997,Yorkshire and the Humber
May-98,47866,7383,Yorkshire and the Humber
Jun-98,47774,8145,Yorkshire and the Humber
Jul-98,48581,8886,Yorkshire and the Humber
Aug-98,48736,7562,Yorkshire and the Humber
Sept-98,48050,7159,Yorkshire and the Humber
Oct-98,48182,8086,Yorkshire and the Humber
Nov-98,47122,7382,Yorkshire and the Humber
Dec-98,47926,7834,Yorkshire and the Humber
Jan-99,47586,4908,Yorkshire and the Humber
Feb-99,47550,5268,Yorkshire and the Humber
Mar-99,48108,7331,Yorkshire and the Humber
Apr-99,48462,7872,Yorkshire and the Humber
May-99,49528,7764,Yorkshire and the Humber
Jun-99,49894,8754,Yorkshire and the Humber
Jul-99,49766,10085,Yorkshire and the Humber
Aug-99,50608,8886,Yorkshire and the Humber
Sept-99,50388,8468,Yorkshire and the Humber
Oct-99,50402,9362,Yorkshire and the Humber
Nov-99,50932,9168,Yorkshire and the Humber
Dec-99,50654,9036,Yorkshire and the Humber
Jan-00,50489,5717,Yorkshire and the Humber
Feb-00,50579,6182,Yorkshire and the Humber
Mar-00,50735,8871,Yorkshire and the Humber
Apr-00,52508,8022,Yorkshire and the Humber
May-00,52979,8416,Yorkshire and the Humber
Jun-00,53615,10083,Yorkshire and the Humber
Jul-00,54065,8777,Yorkshire and the Humber
Aug-00,54181,9036,Yorkshire and the Humber
Sept-00,54845,8702,Yorkshire and the Humber
Oct-00,54659,8396,Yorkshire and the Humber
Nov-00,54014,8180,Yorkshire and the Humber
Dec-00,54709,8961,Yorkshire and the Humber
Jan-01,55007,5850,Yorkshire and the Humber
Feb-01,54076,6063,Yorkshire and the Humber
Mar-01,54612,8443,Yorkshire and the Humber
Apr-01,56162,8089,Yorkshire and the Humber
May-01,57262,9271,Yorkshire and the Humber
Jun-01,57846,11031,Yorkshire and the Humber
Jul-01,58617,10516,Yorkshire and the Humber
Aug-01,59846,11595,Yorkshire and the Humber
Sept-01,60055,9356,Yorkshire and the Humber
Oct-01,59514,10435,Yorkshire and the Humber
Nov-01,60419,11220,Yorkshire and the Humber
Dec-01,61131,9590,Yorkshire and the Humber
Jan-02,60884,7040,Yorkshire and the Humber
Feb-02,62001,7413,Yorkshire and the Humber
Mar-02,62928,10423,Yorkshire and the Humber
Apr-02,64739,9582,Yorkshire and the Humber
May-02,66684,12999,Yorkshire and the Humber
Jun-02,68931,10042,Yorkshire and the Humber
Jul-02,70211,11823,Yorkshire and the Humber
Aug-02,72055,12028,Yorkshire and the Humber
Sept-02,73005,10126,Yorkshire and the Humber
Oct-02,73921,10323,Yorkshire and the Humber
Nov-02,76688,11411,Yorkshire and the Humber
Dec-02,77357,10192,Yorkshire and the Humber
Jan-03,78554,7804,Yorkshire and the Humber
Feb-03,78707,7497,Yorkshire and the Humber
Mar-03,80085,8432,Yorkshire and the Humber
Apr-03,82883,8849,Yorkshire and the Humber
May-03,85381,10158,Yorkshire and the Humber
Jun-03,87165,10413,Yorkshire and the Humber
Jul-03,89509,11013,Yorkshire and the Humber
Aug-03,91496,11564,Yorkshire and the Humber
Sept-03,91827,10865,Yorkshire and the Humber
Oct-03,93299,12209,Yorkshire and the Humber
Nov-03,95183,11302,Yorkshire and the Humber
Dec-03,97392,11890,Yorkshire and the Humber
Jan-04,96820,8444,Yorkshire and the Humber
Feb-04,97291,8425,Yorkshire and the Humber
Mar-04,100959,10102,Yorkshire and the Humber
Apr-04,106609,11490,Yorkshire and the Humber
May-04,109413,10747,Yorkshire and the Humber
Jun-04,112733,11901,Yorkshire and the Humber
Jul-04,114941,12740,Yorkshire and the Humber
Aug-04,117119,10285,Yorkshire and the Humber
Sept-04,118563,9273,Yorkshire and the Humber
Oct-04,118291,9409,Yorkshire and the Humber
Nov-04,118818,7995,Yorkshire and the Humber
Dec-04,120378,8658,Yorkshire and the Humber
Jan-05,118923,5513,Yorkshire and the Humber
Feb-05,120419,5700,Yorkshire and the Humber
Mar-05,121650,7004,Yorkshire and the Humber
Apr-05,122183,8173,Yorkshire and the Humber
May-05,124992,8270,Yorkshire and the Humber
Jun-05,126353,9656,Yorkshire and the Humber
Jul-05,127946,9874,Yorkshire and the Humber
Aug-05,129053,9151,Yorkshire and the Humber
Sept-05,129295,9561,Yorkshire and the Humber
Oct-05,129477,9058,Yorkshire and the Humber
Nov-05,129596,9053,Yorkshire and the Humber
Dec-05,130416,10191,Yorkshire and the Humber
Jan-06,130043,7279,Yorkshire and the Humber
Feb-06,130998,7413,Yorkshire and the Humber
Mar-06,131602,9781,Yorkshire and the Humber
Apr-06,134859,9414,Yorkshire and the Humber
May-06,135180,10116,Yorkshire and the Humber
Jun-06,136554,12396,Yorkshire and the Humber
Jul-06,138362,11170,Yorkshire and the Humber
Aug-06,139890,11109,Yorkshire and the Humber
Sept-06,140053,11107,Yorkshire and the Humber
Oct-06,140644,11090,Yorkshire and the Humber
Nov-06,141286,11381,Yorkshire and the Humber
Dec-06,143129,11749,Yorkshire and the Humber
Jan-07,141824,8271,Yorkshire and the Humber
Feb-07,142084,8423,Yorkshire and the Humber
Mar-07,142716,10371,Yorkshire and the Humber
Apr-07,146140,9276,Yorkshire and the Humber
May-07,147844,10536,Yorkshire and the Humber
Jun-07,149372,12141,Yorkshire and the Humber
Jul-07,149681,11262,Yorkshire and the Humber
Aug-07,149887,11457,Yorkshire and the Humber
Sept-07,149366,9072,Yorkshire and the Humber
Oct-07,150233,9891,Yorkshire and the Humber
Nov-07,149918,9599,Yorkshire and the Humber
Dec-07,150186,7935,Yorkshire and the Humber
Jan-08,147225,5702,Yorkshire and the Humber
Feb-08,146749,6036,Yorkshire and the Humber
Mar-08,145187,5372,Yorkshire and the Humber
Apr-08,146226,6001,Yorkshire and the Humber
May-08,146896,6539,Yorkshire and the Humber
Jun-08,143970,6046,Yorkshire and the Humber
Jul-08,143731,5160,Yorkshire and the Humber
Aug-08,141353,4746,Yorkshire and the Humber
Sept-08,137625,4047,Yorkshire and the Humber
Oct-08,135400,4482,Yorkshire and the Humber
Nov-08,131332,3651,Yorkshire and the Humber
Dec-08,130032,3899,Yorkshire and the Humber
Jan-09,125554,2377,Yorkshire and the Humber
Feb-09,125758,2672,Yorkshire and the Humber
Mar-09,123833,3412,Yorkshire and the Humber
Apr-09,126502,3634,Yorkshire and the Humber
May-09,127197,4046,Yorkshire and the Humber
Jun-09,128130,4793,Yorkshire and the Humber
Jul-09,132156,5366,Yorkshire and the Humber
Aug-09,132277,4767,Yorkshire and the Humber
Sept-09,132027,4868,Yorkshire and the Humber
Oct-09,134008,5601,Yorkshire and the Humber
Nov-09,134226,5106,Yorkshire and the Humber
Dec-09,135139,6647,Yorkshire and the Humber
Jan-10,132780,2846,Yorkshire and the Humber
Feb-10,132740,3549,Yorkshire and the Humber
Mar-10,132707,4236,Yorkshire and the Humber
Apr-10,134399,4388,Yorkshire and the Humber
May-10,134781,4694,Yorkshire and the Humber
Jun-10,135393,5328,Yorkshire and the Humber
Jul-10,137281,5657,Yorkshire and the Humber
Aug-10,136896,4914,Yorkshire and the Humber
Sept-10,135480,4790,Yorkshire and the Humber
Oct-10,133059,4826,Yorkshire and the Humber
Nov-10,131548,4675,Yorkshire and the Humber
Dec-10,132685,4638,Yorkshire and the Humber
Jan-11,128975,3044,Yorkshire and the Humber
Feb-11,130825,3281,Yorkshire and the Humber
Mar-11,127764,3866,Yorkshire and the Humber
Apr-11,131790,4515,Yorkshire and the Humber
May-11,131713,4327,Yorkshire and the Humber
Jun-11,130288,4895,Yorkshire and the Humber
Jul-11,131165,5089,Yorkshire and the Humber
Aug-11,132380,5425,Yorkshire and the Humber
Sept-11,131546,5282,Yorkshire and the Humber
Oct-11,129243,4866,Yorkshire and the Humber
Nov-11,129847,5193,Yorkshire and the Humber
Dec-11,129614,5268,Yorkshire and the Humber
Jan-12,126763,3593,Yorkshire and the Humber
Feb-12,127906,3667,Yorkshire and the Humber
Mar-12,128570,4957,Yorkshire and the Humber
Apr-12,128045,3828,Yorkshire and the Humber
May-12,129642,4541,Yorkshire and the Humber
Jun-12,130979,5230,Yorkshire and the Humber
Jul-12,131167,4850,Yorkshire and the Humber
Aug-12,131781,5376,Yorkshire and the Humber
Sept-12,130579,4355,Yorkshire and the Humber
Oct-12,129217,4971,Yorkshire and the Humber
Nov-12,130287,5559,Yorkshire and the Humber
Dec-12,129701,4900,Yorkshire and the Humber
Jan-13,125516,3486,Yorkshire and the Humber
Feb-13,128099,3807,Yorkshire and the Humber
Mar-13,127679,4854,Yorkshire and the Humber
Apr-13,127980,4349,Yorkshire and the Humber
May-13,130027,5750,Yorkshire and the Humber
Jun-13,130724,5685,Yorkshire and the Humber
Jul-13,131471,6008,Yorkshire and the Humber
Aug-13,131934,6642,Yorkshire and the Humber
Sept-13,133207,5727,Yorkshire and the Humber
Oct-13,130967,6741,Yorkshire and the Humber
Nov-13,131770,7343,Yorkshire and the Humber
Dec-13,133265,6882,Yorkshire and the Humber
Jan-14,131526,5704,Yorkshire and the Humber
Feb-14,133566,5708,Yorkshire and the Humber
Mar-14,131800,5956,Yorkshire and the Humber
Apr-14,135527,6283,Yorkshire and the Humber
May-14,136372,7081,Yorkshire and the Humber
Jun-14,136406,7417,Yorkshire and the Humber
Jul-14,138056,7335,Yorkshire and the Humber
Aug-14,139749,7887,Yorkshire and the Humber
Sept-14,137813,6960,Yorkshire and the Humber
Oct-14,138639,7832,Yorkshire and the Humber
Nov-14,138291,6661,Yorkshire and the Humber
Dec-14,139199,6965,Yorkshire and the Humber
Jan-15,136169,4757,Yorkshire and the Humber
Feb-15,136993,5130,Yorkshire and the Humber
Mar-15,137740,6071,Yorkshire and the Humber
Apr-15,138435,5786,Yorkshire and the Humber
May-15,141654,6955,Yorkshire and the Humber
Jun-15,141872,7367,Yorkshire and the Humber
Jul-15,144733,8227,Yorkshire and the Humber
Aug-15,145313,7489,Yorkshire and the Humber
Sept-15,144635,7165,Yorkshire and the Humber
Oct-15,144325,8067,Yorkshire and the Humber
Nov-15,145036,7271,Yorkshire and the Humber
Dec-15,145531,7426,Yorkshire and the Humber
Jan-16,144594,5378,Yorkshire and the Humber
Feb-16,145064,5777,Yorkshire and the Humber
Mar-16,143824,10252,Yorkshire and the Humber
Apr-16,148145,5329,Yorkshire and the Humber
May-16,148712,5981,Yorkshire and the Humber
Jun-16,150349,7170,Yorkshire and the Humber
Jul-16,151334,7520,Yorkshire and the Humber
Aug-16,151486,7748,Yorkshire and the Humber
Sept-16,150519,7277,Yorkshire and the Humber
Oct-16,150358,6568,Yorkshire and the Humber
Nov-16,151219,7111,Yorkshire and the Humber
Dec-16,152583,7761,Yorkshire and the Humber
Jan-17,148916,5376,Yorkshire and the Humber
Feb-17,150721,5946,Yorkshire and the Humber
Mar-17,149660,7324,Yorkshire and the Humber
Apr-17,153248,6251,Yorkshire and the Humber
May-17,154547,6928,Yorkshire and the Humber
Jun-17,155802,8581,Yorkshire and the Humber
Jul-17,156514,7772,Yorkshire and the Humber
Aug-17,158077,8051,Yorkshire and the Humber
Sept-17,157934,7655,Yorkshire and the Humber
Oct-17,156897,7820,Yorkshire and the Humber
Nov-17,157088,7833,Yorkshire and the Humber
Dec-17,158435,7722,Yorkshire and the Humber
Jan-18,155888,5528,Yorkshire and the Humber
Feb-18,155694,5757,Yorkshire and the Humber
Mar-18,156466,6950,Yorkshire and the Humber
Apr-18,157431,6050,Yorkshire and the Humber
May-18,159541,6941,Yorkshire and the Humber
Jun-18,160484,8060,Yorkshire and the Humber
Jul-18,162020,7468,Yorkshire and the Humber
Aug-18,164088,8480,Yorkshire and the Humber
Sept-18,162180,6862,Yorkshire and the Humber
Oct-18,161750,7832,Yorkshire and the Humber
Nov-18,161471,8468,Yorkshire and the Humber
Dec-18,162130,7433,Yorkshire and the Humber
Jan-19,160341,5646,Yorkshire and the Humber
Feb-19,159284,6203,Yorkshire and the Humber
Mar-19,160771,6802,Yorkshire and the Humber
Apr-19,161839,6420,Yorkshire and the Humber
May-19,162208,7060,Yorkshire and the Humber
Jun-19,163658,7222,Yorkshire and the Humber
Jul-19,164990,7529,Yorkshire and the Humber
Aug-19,165547,7936,Yorkshire and the Humber
Sept-19,165445,6866,Yorkshire and the Humber
Oct-19,166226,7618,Yorkshire and the Humber
Nov-19,164876,7834,Yorkshire and the Humber
Dec-19,165654,7313,Yorkshire and the Humber
Jan-20,164553,5838,Yorkshire and the Humber
Feb-20,164353,5569,Yorkshire and the Humber
Mar-20,165360,5554,Yorkshire and the Humber
Apr-20,160140,2341,Yorkshire and the Humber
May-20,164970,3337,Yorkshire and the Humber
Jun-20,167941,5015,Yorkshire and the Humber
Jul-20,168740,5531,Yorkshire and the Humber
Aug-20,171000,5861,Yorkshire and the Humber
Sept-20,171828,6532,Yorkshire and the Humber
Oct-20,174360,8211,Yorkshire and the Humber
Nov-20,178145,7884,Yorkshire and the Humber
Dec-20,179316,8328,Yorkshire and the Humber
Jan-21,181214,6145,Yorkshire and the Humber
Feb-21,181319,7753,Yorkshire and the Humber
Mar-21,183188,10129,Yorkshire and the Humber
Apr-21,179999,7246,Yorkshire and the Humber
May-21,181853,6448,Yorkshire and the Humber
Jun-21,195830,11345,Yorkshire and the Humber
Jul-21,180018,6001,Yorkshire and the Humber
Aug-21,186332,7027,Yorkshire and the Humber
Sept-21,196014,11132,Yorkshire and the Humber
Oct-21,185945,5215,Yorkshire and the Humber
Nov-21,190804,6204,Yorkshire and the Humber
Dec-21,192328,6495,Yorkshire and the Humber
Jan-22,195487,5158,Yorkshire and the Humber
Feb-22,197246,5875,Yorkshire and the Humber
Mar-22,196470,5934,Yorkshire and the Humber
Apr-22,198749,5415,Yorkshire and the Humber
May-22,203543,5261,Yorkshire and the Humber
Jun-22,204586,5241,Yorkshire and the Humber
Jul-22,208099,5811,Yorkshire and the Humber
Aug-22,211841,5367,Yorkshire and the Humber
