Country,Year,Average Price,,,,,,,,,
Scotland,2003,74808,,,,,,,,,
Scotland,2003,77097,,,,,,,,,
Scotland,2004,79665,,,,,,,,,
Scotland,2004,78608,,,,,,,,,
Scotland,2004,81490,,,,,,,,,
Scotland,2004,86898,,,,,,,,,
Scotland,2004,88345,,,,,,,,,
Scotland,2004,92640,,,,,,,,,
Scotland,2004,94862,,,,,,,,,
Scotland,2004,94845,,,,,,,,,
Scotland,2004,93354,,,,,,,,,
Scotland,2004,95096,,,,,,,,,
Scotland,2004,94700,,,,,,,,,
Scotland,2004,96976,,,,,,,,,
Scotland,2005,93982,,,,,,,,,
Scotland,2005,93554,,,,,,,,,
Scotland,2005,96638,,,,,,,,,
Scotland,2005,102739,,,,,,,,,
Scotland,2005,103815,,,,,,,,,
Scotland,2005,107989,,,,,,,,,
Scotland,2005,110003,,,,,,,,,
Scotland,2005,110101,,,,,,,,,
Scotland,2005,110188,,,,,,,,,
Scotland,2005,109598,,,,,,,,,
Scotland,2005,108994,,,,,,,,,
Scotland,2005,110714,,,,,,,,,
Scotland,2006,109380,,,,,,,,,
Scotland,2006,107355,,,,,,,,,
Scotland,2006,111484,,,,,,,,,
Scotland,2006,116209,,,,,,,,,
Scotland,2006,118876,,,,,,,,,
Scotland,2006,120454,,,,,,,,,
Scotland,2006,122702,,,,,,,,,
Scotland,2006,124427,,,,,,,,,
Scotland,2006,126392,,,,,,,,,
Scotland,2006,123482,,,,,,,,,
Scotland,2006,125396,,,,,,,,,
Scotland,2006,127707,,,,,,,,,
Scotland,2007,126699,,,,,,,,,
Scotland,2007,124280,,,,,,,,,
Scotland,2007,129092,,,,,,,,,
Scotland,2007,135581,,,,,,,,,
Scotland,2007,138765,,,,,,,,,
Scotland,2007,141897,,,,,,,,,
Scotland,2007,141815,,,,,,,,,
Scotland,2007,143287,,,,,,,,,
Scotland,2007,142294,,,,,,,,,
Scotland,2007,139547,,,,,,,,,
Scotland,2007,141524,,,,,,,,,
Scotland,2007,139736,,,,,,,,,
Scotland,2008,138388,,,,,,,,,
Scotland,2008,137508,,,,,,,,,
Scotland,2008,137848,,,,,,,,,
Scotland,2008,139328,,,,,,,,,
Scotland,2008,145641,,,,,,,,,
Scotland,2008,141555,,,,,,,,,
Scotland,2008,139710,,,,,,,,,
Scotland,2008,137784,,,,,,,,,
Scotland,2008,132420,,,,,,,,,
Scotland,2008,133839,,,,,,,,,
Scotland,2008,129820,,,,,,,,,
Scotland,2008,125767,,,,,,,,,
Scotland,2009,124484,,,,,,,,,
Scotland,2009,120994,,,,,,,,,
Scotland,2009,125727,,,,,,,,,
Scotland,2009,126975,,,,,,,,,
Scotland,2009,130699,,,,,,,,,
Scotland,2009,132049,,,,,,,,,
Scotland,2009,133126,,,,,,,,,
Scotland,2009,132658,,,,,,,,,
Scotland,2009,131727,,,,,,,,,
Scotland,2009,132914,,,,,,,,,
Scotland,2009,134183,,,,,,,,,
Scotland,2009,133037,,,,,,,,,
Scotland,2010,128973,,,,,,,,,
Scotland,2010,126524,,,,,,,,,
Scotland,2010,128897,,,,,,,,,
Scotland,2010,133162,,,,,,,,,
Scotland,2010,132977,,,,,,,,,
Scotland,2010,134249,,,,,,,,,
Scotland,2010,135444,,,,,,,,,
Scotland,2010,133825,,,,,,,,,
Scotland,2010,133756,,,,,,,,,
Scotland,2010,133750,,,,,,,,,
Scotland,2010,131509,,,,,,,,,
Scotland,2010,129758,,,,,,,,,
Scotland,2011,129746,,,,,,,,,
Scotland,2011,125916,,,,,,,,,
Scotland,2011,126172,,,,,,,,,
Scotland,2011,129848,,,,,,,,,
Scotland,2011,129832,,,,,,,,,
Scotland,2011,131209,,,,,,,,,
Scotland,2011,133429,,,,,,,,,
Scotland,2011,132518,,,,,,,,,
Scotland,2011,131949,,,,,,,,,
Scotland,2011,129122,,,,,,,,,
Scotland,2011,128206,,,,,,,,,
Scotland,2011,125924,,,,,,,,,
Scotland,2012,125728,,,,,,,,,
Scotland,2012,121886,,,,,,,,,
Scotland,2012,125412,,,,,,,,,
Scotland,2012,125134,,,,,,,,,
Scotland,2012,126455,,,,,,,,,
Scotland,2012,128361,,,,,,,,,
Scotland,2012,127491,,,,,,,,,
Scotland,2012,126734,,,,,,,,,
Scotland,2012,125823,,,,,,,,,
Scotland,2012,124617,,,,,,,,,
Scotland,2012,123166,,,,,,,,,
Scotland,2012,122180,,,,,,,,,
Scotland,2013,122594,,,,,,,,,
Scotland,2013,120180,,,,,,,,,
Scotland,2013,121357,,,,,,,,,
Scotland,2013,123409,,,,,,,,,
Scotland,2013,125358,,,,,,,,,
Scotland,2013,127118,,,,,,,,,
Scotland,2013,128421,,,,,,,,,
Scotland,2013,129781,,,,,,,,,
Scotland,2013,127777,,,,,,,,,
Scotland,2013,127413,,,,,,,,,
Scotland,2013,128629,,,,,,,,,
Scotland,2013,127018,,,,,,,,,
Scotland,2014,127007,,,,,,,,,
Scotland,2014,125034,,,,,,,,,
Scotland,2014,126650,,,,,,,,,
Scotland,2014,129596,,,,,,,,,
Scotland,2014,131677,,,,,,,,,
Scotland,2014,133444,,,,,,,,,
Scotland,2014,135161,,,,,,,,,
Scotland,2014,135575,,,,,,,,,
Scotland,2014,134807,,,,,,,,,
Scotland,2014,135016,,,,,,,,,
Scotland,2014,133334,,,,,,,,,
Scotland,2014,132669,,,,,,,,,
Scotland,2015,134956,,,,,,,,,
Scotland,2015,132572,,,,,,,,,
Scotland,2015,139792,,,,,,,,,
Scotland,2015,134030,,,,,,,,,
Scotland,2015,135678,,,,,,,,,
Scotland,2015,136923,,,,,,,,,
Scotland,2015,139051,,,,,,,,,
Scotland,2015,138564,,,,,,,,,
Scotland,2015,138246,,,,,,,,,
Scotland,2015,137660,,,,,,,,,
Scotland,2015,138475,,,,,,,,,
Scotland,2015,136702,,,,,,,,,
Scotland,2016,136790,,,,,,,,,
Scotland,2016,134625,,,,,,,,,
Scotland,2016,136243,,,,,,,,,
Scotland,2016,136446,,,,,,,,,
Scotland,2016,138256,,,,,,,,,
Scotland,2016,140234,,,,,,,,,
Scotland,2016,142294,,,,,,,,,
Scotland,2016,140881,,,,,,,,,
Scotland,2016,140533,,,,,,,,,
Scotland,2016,139631,,,,,,,,,
Scotland,2016,140852,,,,,,,,,
Scotland,2016,138206,,,,,,,,,
Scotland,2017,138356,,,,,,,,,
Scotland,2017,136011,,,,,,,,,
Scotland,2017,136891,,,,,,,,,
Scotland,2017,141091,,,,,,,,,
Scotland,2017,142070,,,,,,,,,
Scotland,2017,143634,,,,,,,,,
Scotland,2017,147566,,,,,,,,,
Scotland,2017,147234,,,,,,,,,
Scotland,2017,144530,,,,,,,,,
Scotland,2017,145058,,,,,,,,,
Scotland,2017,146350,,,,,,,,,
Scotland,2017,145235,,,,,,,,,
Scotland,2018,146889,,,,,,,,,
Scotland,2018,145982,,,,,,,,,
Scotland,2018,144655,,,,,,,,,
Scotland,2018,148427,,,,,,,,,
Scotland,2018,148621,,,,,,,,,
Scotland,2018,149960,,,,,,,,,
Scotland,2018,151777,,,,,,,,,
Scotland,2018,152138,,,,,,,,,
Scotland,2018,151446,,,,,,,,,
Scotland,2018,151528,,,,,,,,,
Scotland,2018,149556,,,,,,,,,
Scotland,2018,148269,,,,,,,,,
Scotland,2019,149769,,,,,,,,,
Scotland,2019,146892,,,,,,,,,
Scotland,2019,149625,,,,,,,,,
Scotland,2019,150794,,,,,,,,,
Scotland,2019,151417,,,,,,,,,
Scotland,2019,152680,,,,,,,,,
Scotland,2019,154776,,,,,,,,,
Scotland,2019,154195,,,,,,,,,
Scotland,2019,154874,,,,,,,,,
Scotland,2019,153953,,,,,,,,,
Scotland,2019,152528,,,,,,,,,
Scotland,2019,150287,,,,,,,,,
Scotland,2020,153518,,,,,,,,,
Scotland,2020,149582,,,,,,,,,
Scotland,2020,150625,,,,,,,,,
Scotland,2020,151779,,,,,,,,,
Scotland,2020,152914,,,,,,,,,
Scotland,2020,155329,,,,,,,,,
Scotland,2020,154582,,,,,,,,,
Scotland,2020,154707,,,,,,,,,
Scotland,2020,160585,,,,,,,,,
Scotland,2020,163019,,,,,,,,,
Scotland,2020,164032,,,,,,,,,
Scotland,2020,162375,,,,,,,,,
Scotland,2021,164940,,,,,,,,,
Scotland,2021,161847,,,,,,,,,
Scotland,2021,167913,,,,,,,,,
Scotland,2021,161814,,,,,,,,,
Scotland,2021,168589,,,,,,,,,
Scotland,2021,172341,,,,,,,,,
Scotland,2021,175659,,,,,,,,,
Scotland,2021,178076,,,,,,,,,
Scotland,2021,178865,,,,,,,,,
Scotland,2021,179728,,,,,,,,,
Scotland,2021,181940,,,,,,,,,
Scotland,2021,177393,,,,,,,,,
Scotland,2022,183910,,,,,,,,,
Scotland,2022,180040,,,,,,,,,
Scotland,2022,181180,,,,,,,,,
Scotland,2022,185068,,,,,,,,,
Scotland,2022,187585,,,,,,,,,
Scotland,2022,191419,,,,,,,,,
Scotland,2022,193448,,,,,,,,,
Scotland,2022,193771,,,,,,,,,
Scotland,2022,191941,,,,,,,,,
Northern Ireland,2000,66905,,,,,,,,,
Northern Ireland,2000,66905,,,,,,,,,
Northern Ireland,2000,66905,,,,,,,,,
Northern Ireland,2000,67937,,,,,,,,,
Northern Ireland,2000,67937,,,,,,,,,
Northern Ireland,2000,67937,,,,,,,,,
Northern Ireland,2000,68564,,,,,,,,,
Northern Ireland,2000,68564,,,,,,,,,
Northern Ireland,2000,68564,,,,,,,,,
Northern Ireland,2000,74425,,,,,,,,,
Northern Ireland,2000,74425,,,,,,,,,
Northern Ireland,2000,74425,,,,,,,,,
Northern Ireland,2001,81797,,,,,,,,,
Northern Ireland,2001,81797,,,,,,,,,
Northern Ireland,2001,81797,,,,,,,,,
Northern Ireland,2001,75346,,,,,,,,,
Northern Ireland,2001,75346,,,,,,,,,
Northern Ireland,2001,75346,,,,,,,,,
Northern Ireland,2001,79254,,,,,,,,,
Northern Ireland,2001,79254,,,,,,,,,
Northern Ireland,2001,79254,,,,,,,,,
Northern Ireland,2001,72323,,,,,,,,,
Northern Ireland,2001,72323,,,,,,,,,
Northern Ireland,2001,72323,,,,,,,,,
Northern Ireland,2002,73164,,,,,,,,,
Northern Ireland,2002,77668,,,,,,,,,
Northern Ireland,2002,82173,,,,,,,,,
Northern Ireland,2002,83882,,,,,,,,,
Northern Ireland,2002,83960,,,,,,,,,
Northern Ireland,2002,87144,,,,,,,,,
Northern Ireland,2002,86600,,,,,,,,,
Northern Ireland,2002,88154,,,,,,,,,
Northern Ireland,2002,92037,,,,,,,,,
Northern Ireland,2002,88076,,,,,,,,,
Northern Ireland,2002,89008,,,,,,,,,
Northern Ireland,2002,88930,,,,,,,,,
Northern Ireland,2003,91027,,,,,,,,,
Northern Ireland,2003,90328,,,,,,,,,
Northern Ireland,2003,89396,,,,,,,,,
Northern Ireland,2003,94756,,,,,,,,,
Northern Ireland,2003,90328,,,,,,,,,
Northern Ireland,2003,93513,,,,,,,,,
Northern Ireland,2003,90561,,,,,,,,,
Northern Ireland,2003,95610,,,,,,,,,
Northern Ireland,2003,92814,,,,,,,,,
Northern Ireland,2003,95532,,,,,,,,,
Northern Ireland,2003,92037,,,,,,,,,
Northern Ireland,2003,93901,,,,,,,,,
Northern Ireland,2004,96620,,,,,,,,,
Northern Ireland,2004,96231,,,,,,,,,
Northern Ireland,2004,96231,,,,,,,,,
Northern Ireland,2004,99882,,,,,,,,,
Northern Ireland,2004,102833,,,,,,,,,
Northern Ireland,2004,99493,,,,,,,,,
Northern Ireland,2004,103610,,,,,,,,,
Northern Ireland,2004,106095,,,,,,,,,
Northern Ireland,2004,105163,,,,,,,,,
Northern Ireland,2004,108348,,,,,,,,,
Northern Ireland,2004,104464,,,,,,,,,
Northern Ireland,2004,108969,,,,,,,,,
Northern Ireland,2005,111920,,,,,,,,,
Northern Ireland,2005,111920,,,,,,,,,
Northern Ireland,2005,111920,,,,,,,,,
Northern Ireland,2005,116004,,,,,,,,,
Northern Ireland,2005,116004,,,,,,,,,
Northern Ireland,2005,116004,,,,,,,,,
Northern Ireland,2005,123386,,,,,,,,,
Northern Ireland,2005,123386,,,,,,,,,
Northern Ireland,2005,123386,,,,,,,,,
Northern Ireland,2005,127674,,,,,,,,,
Northern Ireland,2005,127674,,,,,,,,,
Northern Ireland,2005,127674,,,,,,,,,
Northern Ireland,2006,131302,,,,,,,,,
Northern Ireland,2006,131302,,,,,,,,,
Northern Ireland,2006,131302,,,,,,,,,
Northern Ireland,2006,143918,,,,,,,,,
Northern Ireland,2006,143918,,,,,,,,,
Northern Ireland,2006,143918,,,,,,,,,
Northern Ireland,2006,160529,,,,,,,,,
Northern Ireland,2006,160529,,,,,,,,,
Northern Ireland,2006,160529,,,,,,,,,
Northern Ireland,2006,179841,,,,,,,,,
Northern Ireland,2006,179841,,,,,,,,,
Northern Ireland,2006,179841,,,,,,,,,
Northern Ireland,2007,198950,,,,,,,,,
Northern Ireland,2007,198950,,,,,,,,,
Northern Ireland,2007,198950,,,,,,,,,
Northern Ireland,2007,216751,,,,,,,,,
Northern Ireland,2007,216751,,,,,,,,,
Northern Ireland,2007,216751,,,,,,,,,
Northern Ireland,2007,224670,,,,,,,,,
Northern Ireland,2007,224670,,,,,,,,,
Northern Ireland,2007,224670,,,,,,,,,
Northern Ireland,2007,214269,,,,,,,,,
Northern Ireland,2007,214269,,,,,,,,,
Northern Ireland,2007,214269,,,,,,,,,
Northern Ireland,2008,198362,,,,,,,,,
Northern Ireland,2008,198362,,,,,,,,,
Northern Ireland,2008,198362,,,,,,,,,
Northern Ireland,2008,185845,,,,,,,,,
Northern Ireland,2008,185845,,,,,,,,,
Northern Ireland,2008,185845,,,,,,,,,
Northern Ireland,2008,168076,,,,,,,,,
Northern Ireland,2008,168076,,,,,,,,,
Northern Ireland,2008,168076,,,,,,,,,
Northern Ireland,2008,153774,,,,,,,,,
Northern Ireland,2008,153774,,,,,,,,,
Northern Ireland,2008,153774,,,,,,,,,
Northern Ireland,2009,140190,,,,,,,,,
Northern Ireland,2009,140190,,,,,,,,,
Northern Ireland,2009,140190,,,,,,,,,
Northern Ireland,2009,141489,,,,,,,,,
Northern Ireland,2009,141489,,,,,,,,,
Northern Ireland,2009,141489,,,,,,,,,
Northern Ireland,2009,141864,,,,,,,,,
Northern Ireland,2009,141864,,,,,,,,,
Northern Ireland,2009,141864,,,,,,,,,
Northern Ireland,2009,141994,,,,,,,,,
Northern Ireland,2009,141994,,,,,,,,,
Northern Ireland,2009,141994,,,,,,,,,
Northern Ireland,2010,135701,,,,,,,,,
Northern Ireland,2010,135701,,,,,,,,,
Northern Ireland,2010,135701,,,,,,,,,
Northern Ireland,2010,134515,,,,,,,,,
Northern Ireland,2010,134515,,,,,,,,,
Northern Ireland,2010,134515,,,,,,,,,
Northern Ireland,2010,132164,,,,,,,,,
Northern Ireland,2010,132164,,,,,,,,,
Northern Ireland,2010,132164,,,,,,,,,
Northern Ireland,2010,124515,,,,,,,,,
Northern Ireland,2010,124515,,,,,,,,,
Northern Ireland,2010,124515,,,,,,,,,
Northern Ireland,2011,119024,,,,,,,,,
Northern Ireland,2011,119024,,,,,,,,,
